SMI-Family
ISIN;CH0009980894;;;;CH0019399820;;;;CH0019399838;;;;CH0019399853;;;;CH0019399861;;;;CH0009987501;CH0017810976
SYMBOL;SMI;;;;SMIMC;;;;SMIM;;;;SMIEXC;;;;SMIEXP;;;;SXGE;SPIEX
NAME;SMI®;;;;SMIM® TR;;;;SMIM PR;;;;SMI Expanded TM TR;;;;SMI Expanded PR;;;;SPI® Gesamt Index TR;SPI Extra® TR
;Price;;;;Total-Return;;;;Price-Index;;;;Total-Return;;;;Price-Index;;;;Total-Return;Total-Return
YTDPerf.%;-8.190;-9.200;-8.270;-9.300;4.520;3.860;4.460;3.520;2.460;1.810;2.400;1.480;-4.000;-5.040;-4.140;-5.170;-6.950;-7.960;-7.090;-8.080;-4.590;2.900;
Date;Open;Close;High;Low;Open;Close;High;Low;Open;Close;High;Low;Open;Close;High;Low;Open;Close;High;Low;Close;Close;
10.01.2011;6485.74;6446.32;6498.05;6426.79;1645.67;1635.23;1649.21;1632.82;1402.67;1393.78;1405.69;1391.72;1139.71;1132.54;1141.67;1129.50;905.23;899.54;906.79;897.12;5783.09;2069.89;
07.01.2011;6543.53;6497.64;6559.60;6489.19;1662.39;1647.30;1666.13;1647.30;1416.92;1404.06;1420.11;1404.06;1150.15;1141.48;1152.54;1140.29;913.52;906.64;915.42;905.69;5827.71;2082.64;
06.01.2011;6550.59;6532.84;6588.23;6521.21;1670.57;1657.69;1676.78;1656.66;1423.90;1412.92;1429.19;1412.04;1151.47;1147.78;1157.81;1145.90;914.58;911.64;919.61;910.15;5858.48;2096.22;
05.01.2011;6485.91;6519.25;6519.25;6424.87;1684.78;1664.81;1684.84;1657.96;1436.01;1418.99;1436.06;1413.15;1143.00;1146.24;1146.24;1131.20;907.85;910.42;910.42;898.48;5852.35;2101.19;
04.01.2011;6502.27;6494.31;6530.83;6481.60;1691.82;1689.90;1693.32;1686.54;1442.01;1440.38;1443.29;1437.51;1145.53;1144.39;1150.17;1142.30;909.85;908.95;913.54;907.29;5844.27;2124.04;
03.01.2011;6473.68;6493.88;6508.42;6472.93;1682.57;1688.08;1691.45;1680.36;1434.12;1438.82;1441.69;1432.24;1140.53;1144.18;1146.26;1140.31;905.89;908.78;910.44;905.71;5842.19;2118.93;
30.12.2010;6566.92;6436.04;6570.72;6436.04;1690.13;1673.54;1691.22;1673.54;1440.57;1426.43;1441.50;1426.43;1155.60;1134.02;1156.26;1134.02;917.86;900.72;918.38;900.72;5790.62;2101.12;
29.12.2010;6582.73;6566.65;6588.30;6549.68;1684.23;1691.31;1693.83;1683.11;1435.54;1441.57;1443.72;1434.59;1157.79;1155.73;1158.78;1152.57;919.59;917.96;920.38;915.45;5893.97;2117.44;
28.12.2010;6585.00;6569.06;6590.62;6568.16;1684.80;1684.82;1686.46;1682.34;1436.02;1436.04;1437.44;1433.93;1158.41;1155.58;1159.04;1155.33;920.09;917.84;920.59;917.64;5890.85;2110.62;
27.12.2010;6606.77;6568.21;6606.82;6548.41;1689.59;1684.51;1689.59;1680.46;1440.11;1435.78;1440.11;1432.33;1161.50;1155.43;1161.69;1152.12;922.54;917.72;922.69;915.09;5890.31;2106.51;
23.12.2010;6570.98;6599.43;6599.55;6558.06;1690.79;1692.03;1692.03;1687.60;1441.13;1442.19;1442.19;1438.41;1156.19;1160.88;1160.88;1154.18;918.33;922.05;922.05;916.73;5920.38;2115.66;
22.12.2010;6558.36;6553.70;6579.76;6542.30;1692.11;1688.54;1695.17;1684.76;1442.26;1439.22;1444.86;1435.99;1154.67;1153.50;1157.46;1151.65;917.12;916.19;919.34;914.72;5882.47;2109.81;
21.12.2010;6542.89;6558.17;6565.46;6537.87;1689.82;1695.35;1695.35;1687.32;1440.31;1445.02;1445.02;1438.17;1151.89;1154.74;1155.64;1150.97;914.91;917.17;917.88;914.18;5887.61;2115.17;
20.12.2010;6531.04;6521.25;6568.62;6521.25;1676.37;1684.17;1687.23;1675.86;1428.84;1435.49;1438.10;1428.41;1149.27;1148.11;1155.67;1147.89;912.83;911.91;917.91;911.73;5852.96;2102.76;
17.12.2010;6565.99;6538.16;6569.23;6520.25;1677.78;1676.94;1679.76;1669.63;1430.05;1429.33;1431.73;1423.10;1155.01;1150.15;1155.01;1146.89;917.38;913.53;917.38;910.94;5861.40;2097.04;
16.12.2010;6566.52;6566.17;6571.45;6535.37;1676.95;1679.74;1680.05;1673.18;1429.33;1431.71;1431.98;1426.12;1154.07;1154.73;1155.41;1149.54;916.64;917.16;917.70;913.04;5879.47;2098.34;
15.12.2010;6547.21;6560.43;6618.44;6547.08;1677.76;1676.72;1679.67;1671.38;1430.03;1429.14;1431.66;1424.59;1152.16;1153.60;1162.37;1151.36;915.12;916.26;923.24;914.49;5873.57;2098.09;
14.12.2010;6525.11;6545.84;6547.41;6518.27;1681.62;1677.61;1683.66;1674.38;1433.32;1429.90;1435.06;1427.15;1148.65;1151.40;1151.63;1147.03;912.33;914.52;914.70;911.05;5861.33;2094.71;
13.12.2010;6538.14;6519.08;6550.87;6519.06;1679.95;1683.02;1684.43;1679.13;1431.90;1434.51;1435.71;1431.20;1149.85;1147.68;1152.66;1147.68;913.29;911.56;915.52;911.56;5844.66;2099.66;
10.12.2010;6540.93;6519.14;6541.41;6504.65;1681.67;1675.88;1685.01;1674.70;1433.36;1428.42;1436.20;1427.42;1150.48;1147.12;1151.18;1144.88;913.79;911.12;914.34;909.34;5843.78;2092.50;
09.12.2010;6553.95;6537.63;6565.22;6526.19;1702.65;1677.66;1703.68;1677.66;1451.25;1429.94;1452.12;1429.94;1153.96;1150.13;1155.01;1148.99;916.56;913.51;917.38;912.60;5859.49;2093.87;
08.12.2010;6433.69;6508.13;6526.88;6430.75;1688.99;1696.20;1697.74;1687.23;1439.60;1445.74;1447.06;1438.10;1134.78;1147.04;1150.04;1134.76;901.32;911.06;913.44;901.31;5845.27;2108.07;
07.12.2010;6431.35;6462.53;6510.16;6431.35;1680.88;1691.88;1693.89;1680.14;1432.69;1442.06;1443.77;1432.05;1135.34;1139.61;1147.04;1134.44;901.76;905.15;911.05;901.05;5811.45;2101.58;
06.12.2010;6439.17;6412.22;6442.67;6395.85;1677.08;1677.53;1678.66;1671.63;1429.45;1429.83;1430.80;1424.80;1134.22;1130.64;1135.23;1127.75;900.87;898.03;901.67;895.73;5766.56;2085.80;
03.12.2010;6476.18;6440.90;6488.03;6416.62;1677.28;1678.25;1681.48;1669.11;1429.62;1430.45;1433.20;1422.66;1140.57;1135.15;1142.61;1130.66;905.92;901.62;907.54;898.05;5784.12;2080.73;
02.12.2010;6437.67;6483.44;6487.95;6401.68;1645.10;1678.00;1678.23;1643.52;1402.19;1430.23;1430.43;1400.84;1131.71;1141.74;1142.14;1127.16;898.88;906.85;907.16;895.27;5812.27;2077.20;
01.12.2010;6334.72;6409.70;6419.43;6334.72;1619.02;1639.16;1639.16;1617.33;1379.96;1397.13;1397.13;1378.52;1114.70;1127.17;1128.24;1114.52;885.37;895.27;896.13;885.23;5742.99;2039.94;
30.11.2010;6404.16;6312.43;6408.10;6308.01;1622.05;1610.14;1624.94;1609.39;1382.54;1372.39;1385.01;1371.75;1125.12;1109.73;1125.65;1109.04;893.65;881.42;894.06;880.88;5652.48;2011.69;
29.11.2010;6512.73;6397.50;6553.77;6397.50;1635.65;1619.72;1645.29;1615.36;1394.14;1380.56;1402.35;1376.84;1142.61;1123.71;1149.95;1123.71;907.54;892.53;913.37;892.53;5719.20;2023.53;
26.11.2010;6471.42;6483.56;6501.80;6418.83;1624.87;1630.42;1634.73;1619.57;1384.95;1389.67;1393.35;1380.43;1135.15;1137.94;1141.08;1127.06;901.61;903.83;906.32;895.19;5787.57;2033.52;
25.11.2010;6450.11;6502.14;6507.33;6442.22;1620.53;1635.37;1635.37;1619.87;1381.25;1393.89;1393.89;1380.68;1131.90;1141.22;1141.56;1130.78;899.03;906.43;906.71;898.14;5806.37;2041.19;
24.11.2010;6423.70;6449.80;6461.31;6382.10;1610.34;1617.11;1620.29;1603.18;1372.56;1378.33;1381.04;1366.46;1126.16;1131.62;1133.64;1119.99;894.47;898.81;900.41;889.57;5756.62;2021.66;
23.11.2010;6491.19;6393.79;6501.68;6393.79;1626.85;1606.09;1627.59;1606.09;1386.64;1368.94;1387.26;1368.94;1138.81;1122.04;1140.44;1122.04;904.52;891.20;905.81;891.20;5708.74;2008.29;
22.11.2010;6616.39;6532.64;6622.00;6524.68;1643.61;1637.18;1645.50;1635.32;1400.92;1395.44;1402.53;1393.85;1159.23;1146.10;1160.54;1144.81;920.74;910.31;921.78;909.29;5824.16;2036.23;
19.11.2010;6633.40;6590.84;6639.00;6559.74;1635.66;1638.75;1640.72;1629.91;1394.15;1396.77;1398.46;1389.24;1161.65;1155.27;1162.42;1149.87;922.66;917.59;923.27;913.30;5867.72;2037.81;
18.11.2010;6532.65;6613.37;6621.51;6527.39;1618.38;1631.28;1633.89;1616.26;1379.42;1390.41;1392.64;1377.61;1145.21;1158.17;1159.62;1143.68;909.60;919.89;921.05;908.38;5880.98;2030.96;
17.11.2010;6472.10;6494.99;6524.39;6466.51;1601.72;1611.47;1613.16;1599.77;1365.22;1373.53;1374.97;1363.55;1133.66;1138.19;1142.52;1132.91;900.43;904.03;907.47;899.83;5782.23;2008.53;
16.11.2010;6528.99;6476.53;6545.67;6474.87;1614.76;1601.87;1614.96;1600.86;1376.33;1365.34;1376.50;1364.49;1143.84;1134.55;1146.08;1134.27;908.52;901.14;910.30;900.92;5764.90;2000.98;
15.11.2010;6479.89;6562.15;6578.58;6476.16;1602.60;1617.49;1618.83;1599.22;1365.97;1378.65;1379.80;1363.08;1135.21;1149.10;1151.65;1134.47;901.66;912.69;914.72;901.07;5835.85;2016.61;
12.11.2010;6453.21;6505.29;6534.32;6431.77;1600.19;1607.42;1611.15;1596.20;1363.91;1370.08;1373.25;1360.51;1131.25;1139.46;1144.14;1127.25;898.52;905.04;908.75;895.34;5788.08;2004.87;
11.11.2010;6554.40;6516.99;6554.40;6506.01;1624.25;1612.23;1624.34;1611.48;1384.42;1374.17;1384.50;1373.53;1147.40;1141.67;1148.36;1140.00;911.34;906.79;912.11;905.47;5798.37;2008.23;
10.11.2010;6559.92;6539.82;6585.60;6515.94;1634.08;1618.92;1635.19;1615.22;1392.80;1379.87;1393.74;1376.72;1150.27;1145.75;1153.98;1141.82;913.62;910.03;916.57;906.91;5818.99;2015.90;
09.11.2010;6596.27;6581.88;6615.43;6577.39;1628.28;1634.53;1636.17;1627.47;1387.85;1393.18;1394.58;1387.16;1155.31;1153.54;1158.79;1152.47;917.62;916.22;920.39;915.37;5857.10;2030.29;
08.11.2010;6589.32;6600.36;6608.17;6585.24;1625.00;1628.65;1630.12;1623.39;1385.05;1388.17;1389.42;1383.68;1153.80;1155.93;1157.21;1153.39;916.42;918.12;919.13;916.10;5868.25;2025.10;
05.11.2010;6603.41;6587.72;6612.83;6570.30;1626.10;1624.05;1626.25;1614.82;1386.00;1384.24;1386.12;1376.38;1156.28;1153.60;1157.31;1150.26;918.39;916.27;919.22;913.62;5857.47;2022.16;
04.11.2010;6567.60;6595.64;6614.26;6563.09;1612.56;1622.32;1624.91;1612.32;1374.45;1382.77;1384.98;1374.25;1150.81;1154.69;1157.57;1149.12;914.05;917.13;919.42;912.71;5862.42;2020.29;
03.11.2010;6559.95;6512.99;6571.59;6512.65;1601.96;1602.49;1611.98;1598.61;1365.42;1365.87;1373.96;1362.56;1147.12;1140.26;1150.06;1140.05;911.12;905.67;913.45;905.50;5791.91;2001.06;
02.11.2010;6502.46;6541.50;6555.17;6501.94;1602.56;1603.14;1604.57;1598.43;1365.93;1366.43;1367.64;1362.41;1139.11;1144.74;1146.80;1138.67;904.75;909.23;910.86;904.41;5813.75;2002.56;
01.11.2010;6500.43;6504.72;6517.14;6463.42;1593.90;1600.60;1602.69;1592.15;1358.55;1364.26;1366.04;1357.05;1137.06;1138.83;1140.48;1131.96;903.13;904.53;905.85;899.08;5783.60;1996.53;
29.10.2010;6492.67;6472.23;6504.13;6450.48;1585.64;1588.21;1590.91;1581.06;1351.51;1353.70;1356.00;1347.60;1135.67;1132.79;1137.96;1128.94;902.02;899.74;903.84;896.68;5754.64;1986.42;
28.10.2010;6513.72;6484.71;6537.35;6480.62;1581.24;1584.04;1587.80;1579.79;1347.76;1350.15;1353.35;1346.53;1137.95;1134.40;1142.70;1133.59;903.84;901.01;907.61;900.38;5760.50;1979.41;
27.10.2010;6460.07;6479.21;6518.75;6445.93;1580.68;1576.07;1586.01;1575.46;1347.29;1343.35;1351.83;1342.83;1130.73;1132.91;1139.76;1128.03;898.10;899.83;905.28;895.96;5752.60;1971.50;
26.10.2010;6485.60;6476.61;6505.75;6444.15;1590.90;1585.78;1592.80;1581.78;1355.99;1351.63;1357.61;1348.22;1135.37;1133.28;1138.30;1128.07;901.79;900.12;904.12;895.99;5756.06;1982.63;
25.10.2010;6509.17;6513.63;6530.27;6490.11;1594.60;1595.92;1600.55;1592.92;1359.14;1360.27;1364.22;1357.71;1139.02;1139.84;1142.68;1136.18;904.69;905.34;907.59;902.43;5788.08;1992.15;
22.10.2010;6497.04;6477.13;6508.35;6477.13;1583.28;1588.58;1591.54;1582.69;1349.50;1354.01;1356.54;1348.99;1136.94;1133.58;1138.44;1133.58;903.04;900.37;904.23;900.37;5756.44;1982.63;
21.10.2010;6450.76;6512.19;6530.29;6445.94;1569.39;1585.16;1588.38;1567.54;1337.66;1351.10;1353.84;1336.08;1128.98;1138.76;1141.43;1127.16;896.71;904.48;906.60;895.27;5780.71;1979.10;
20.10.2010;6455.36;6477.20;6490.73;6449.21;1569.78;1570.92;1575.67;1564.89;1337.99;1338.96;1343.01;1333.83;1128.50;1132.18;1134.59;1127.51;896.33;899.26;901.17;895.54;5746.80;1962.57;
19.10.2010;6464.90;6471.96;6508.78;6449.17;1587.59;1574.78;1590.03;1573.36;1353.17;1342.25;1355.25;1341.04;1131.25;1131.68;1138.53;1128.05;898.52;898.85;904.30;895.97;5745.16;1967.21;
18.10.2010;6420.65;6470.26;6482.76;6418.33;1584.02;1587.08;1587.08;1575.15;1350.13;1352.74;1352.74;1342.57;1124.95;1132.39;1134.07;1123.54;893.51;899.42;900.75;892.39;5747.43;1974.51;
15.10.2010;6453.96;6443.01;6468.86;6413.31;1592.19;1583.60;1592.63;1578.22;1357.09;1349.77;1357.47;1345.18;1129.58;1127.88;1132.04;1122.85;897.19;895.84;899.14;891.84;5724.52;1968.87;
14.10.2010;6459.53;6440.97;6480.82;6426.11;1586.32;1589.84;1595.04;1585.41;1352.09;1355.09;1359.52;1351.31;1130.48;1128.06;1134.56;1125.41;897.90;895.98;901.14;893.87;5725.95;1974.95;
13.10.2010;6404.05;6455.13;6486.03;6396.41;1571.71;1582.09;1585.76;1571.41;1339.63;1348.48;1351.61;1339.38;1120.80;1129.64;1134.51;1119.70;890.21;897.24;901.10;889.34;5732.85;1967.53;
12.10.2010;6341.06;6375.26;6384.10;6312.56;1563.30;1568.26;1568.59;1556.84;1332.47;1336.70;1336.98;1326.96;1109.53;1116.12;1117.44;1105.53;881.26;886.50;887.55;878.09;5666.21;1952.07;
11.10.2010;6387.10;6386.18;6390.88;6362.09;1567.52;1571.36;1571.49;1564.92;1336.06;1339.33;1339.45;1333.85;1118.05;1118.07;1118.46;1113.85;888.03;888.04;888.35;884.69;5676.61;1956.84;
08.10.2010;6361.54;6363.16;6372.72;6321.63;1556.21;1562.07;1562.07;1554.76;1326.43;1331.42;1331.42;1325.19;1113.71;1113.75;1114.82;1106.75;884.58;884.61;885.46;879.05;5654.69;1946.77;
07.10.2010;6359.20;6375.58;6404.79;6323.80;1553.53;1558.66;1560.22;1548.21;1324.14;1328.51;1329.84;1319.60;1111.23;1115.41;1119.95;1106.59;882.62;885.93;889.54;878.93;5662.16;1943.20;
06.10.2010;6340.14;6351.01;6375.84;6332.16;1548.67;1555.25;1557.74;1546.38;1320.00;1325.60;1327.73;1318.04;1108.99;1111.31;1115.33;1107.79;880.83;882.68;885.87;879.88;5640.84;1936.76;
05.10.2010;6238.18;6313.90;6336.47;6228.33;1534.22;1541.84;1546.16;1530.20;1307.68;1314.18;1317.86;1304.25;1092.76;1104.48;1108.30;1090.27;867.95;877.25;880.28;865.96;5606.99;1923.59;
04.10.2010;6283.75;6248.80;6289.96;6242.35;1541.45;1533.63;1543.01;1530.70;1313.84;1307.18;1315.17;1304.68;1099.59;1093.70;1100.77;1092.80;873.37;868.69;874.30;867.98;5554.29;1914.33;
01.10.2010;6295.77;6284.17;6323.67;6263.90;1544.79;1543.90;1549.85;1537.49;1316.69;1315.93;1321.00;1310.47;1100.62;1100.02;1106.59;1096.38;874.19;873.71;878.93;870.82;5585.86;1925.43;
30.09.2010;6284.98;6296.33;6368.46;6276.38;1539.81;1545.24;1548.65;1537.08;1312.44;1317.07;1319.98;1310.12;1098.98;1102.02;1113.49;1098.40;872.88;875.30;884.41;872.43;5594.62;1924.94;
29.09.2010;6354.09;6311.57;6378.60;6304.24;1546.10;1543.73;1550.15;1541.34;1317.81;1315.78;1321.26;1313.75;1110.77;1104.27;1115.11;1103.11;882.25;877.08;885.70;876.17;5604.09;1921.15;
28.09.2010;6302.74;6334.38;6374.26;6259.01;1528.60;1542.04;1542.04;1518.07;1302.89;1314.35;1314.35;1293.92;1100.79;1107.68;1113.75;1094.14;874.32;879.79;884.61;869.04;5619.99;1919.10;
27.09.2010;6370.42;6338.89;6393.28;6338.89;1531.56;1531.30;1539.25;1529.18;1305.41;1305.19;1311.96;1303.39;1112.82;1107.52;1116.56;1107.52;883.88;879.67;886.85;879.67;5618.41;1908.93;
24.09.2010;6294.09;6360.77;6367.13;6271.74;1514.91;1528.13;1528.36;1508.43;1291.22;1302.49;1302.69;1285.70;1099.79;1110.67;1111.63;1095.28;873.52;882.17;882.93;869.95;5633.12;1905.82;
23.09.2010;6370.82;6303.20;6379.50;6271.77;1526.46;1513.16;1527.19;1507.65;1301.07;1289.73;1301.69;1285.03;1112.63;1100.53;1113.51;1095.23;883.72;874.11;884.42;869.91;5583.81;1892.03;
22.09.2010;6440.16;6344.88;6443.22;6344.43;1526.66;1520.20;1529.30;1518.80;1301.23;1295.73;1303.49;1294.54;1122.77;1107.57;1123.56;1107.49;891.78;879.71;892.41;879.64;5617.94;1898.76;
21.09.2010;6439.10;6420.40;6481.13;6420.40;1520.58;1524.72;1529.79;1520.09;1296.06;1299.58;1303.91;1295.64;1122.26;1119.67;1129.43;1119.67;891.38;889.32;897.07;889.32;5677.22;1905.68;
20.09.2010;6415.01;6461.98;6477.48;6412.19;1510.66;1523.09;1523.09;1509.95;1287.60;1298.19;1298.19;1286.99;1117.25;1126.00;1128.24;1117.25;887.40;894.35;896.12;887.40;5706.08;1901.66;
17.09.2010;6459.44;6389.02;6485.64;6382.90;1509.71;1506.22;1525.11;1506.22;1286.79;1283.82;1299.92;1283.82;1124.96;1113.32;1129.21;1112.65;893.52;884.27;896.90;883.74;5643.01;1882.99;
16.09.2010;6427.25;6424.16;6449.48;6418.40;1504.37;1503.78;1507.17;1502.40;1282.24;1281.74;1284.62;1280.56;1118.76;1118.62;1122.65;1117.81;888.59;888.49;891.68;887.84;5668.42;1881.58;
15.09.2010;6467.59;6434.01;6473.91;6417.77;1510.38;1505.57;1510.46;1498.12;1287.37;1283.26;1287.43;1276.91;1125.48;1120.30;1126.70;1117.42;893.93;889.82;894.90;887.53;5675.59;1881.29;
14.09.2010;6467.08;6466.32;6484.61;6431.66;1511.44;1507.45;1514.69;1503.52;1288.27;1284.86;1291.04;1281.52;1125.88;1125.49;1128.86;1119.85;894.25;893.94;896.61;889.46;5700.46;1883.13;
13.09.2010;6493.66;6471.77;6503.12;6467.12;1512.00;1511.03;1512.30;1505.34;1288.74;1287.92;1289.00;1283.07;1129.65;1126.61;1131.49;1125.83;897.25;894.83;898.71;894.21;5705.42;1885.06;
10.09.2010;6413.01;6467.69;6468.57;6404.71;1496.78;1505.10;1505.10;1495.38;1275.77;1282.86;1282.86;1274.58;1115.00;1125.29;1125.29;1115.00;885.79;893.97;893.97;885.79;5697.49;1877.13;
09.09.2010;6362.28;6425.26;6426.68;6352.77;1493.28;1499.82;1500.46;1489.09;1272.79;1278.36;1278.91;1269.22;1107.29;1118.26;1118.47;1106.35;879.67;888.38;888.55;878.92;5662.87;1870.59;
08.09.2010;6340.40;6386.95;6393.78;6300.65;1491.50;1493.79;1495.87;1480.62;1271.27;1273.22;1274.99;1261.99;1104.31;1111.81;1112.99;1097.34;877.30;883.26;884.19;871.77;5631.91;1865.30;
07.09.2010;6403.47;6360.20;6406.60;6328.18;1505.32;1493.02;1505.58;1489.23;1283.05;1272.56;1283.27;1269.33;1115.35;1107.57;1115.72;1102.35;886.07;879.89;886.37;875.74;5611.53;1864.21;
06.09.2010;6429.48;6418.25;6430.96;6409.92;1509.29;1506.28;1509.31;1504.58;1286.43;1283.86;1286.45;1282.42;1119.12;1117.66;1119.62;1116.40;889.07;887.90;889.47;886.91;5661.23;1878.05;
03.09.2010;6356.36;6400.71;6427.52;6334.91;1498.45;1502.55;1504.35;1492.58;1277.19;1280.68;1282.22;1272.19;1107.59;1114.63;1118.87;1103.77;879.91;885.50;888.86;876.87;5645.28;1871.93;
02.09.2010;6322.13;6333.65;6341.98;6308.12;1489.73;1496.26;1498.26;1488.86;1269.76;1275.33;1277.03;1269.02;1101.15;1103.68;1104.79;1099.47;874.79;876.80;877.69;873.45;5591.68;1863.89;
01.09.2010;6206.28;6332.43;6333.93;6196.64;1468.47;1493.08;1493.08;1460.02;1251.64;1272.62;1272.62;1244.44;1081.46;1103.24;1103.32;1079.60;859.15;876.45;876.51;857.67;5589.16;1860.52;
31.08.2010;6126.38;6180.89;6186.36;6124.90;1454.56;1465.57;1465.57;1450.44;1239.79;1249.17;1249.17;1236.27;1068.86;1077.47;1078.04;1067.89;849.14;855.98;856.43;848.36;5465.25;1836.59;
30.08.2010;6215.80;6205.24;6232.22;6187.56;1472.83;1467.04;1473.05;1461.61;1255.36;1250.42;1255.54;1245.79;1083.20;1081.38;1085.93;1078.54;860.53;859.09;862.70;856.83;5482.90;1835.70;
27.08.2010;6120.34;6183.14;6189.02;6105.30;1453.99;1466.11;1467.04;1451.11;1239.30;1249.63;1250.42;1236.84;1067.03;1077.86;1078.62;1064.70;847.69;856.29;856.90;845.83;5464.65;1831.83;
26.08.2010;6139.98;6131.76;6153.96;6110.37;1456.89;1457.11;1461.68;1452.87;1241.77;1241.95;1245.85;1238.34;1070.49;1069.15;1072.94;1065.70;850.43;849.37;852.38;846.63;5421.80;1821.97;
25.08.2010;6117.06;6098.59;6152.12;6047.16;1459.78;1444.71;1463.61;1436.06;1244.23;1231.39;1247.50;1224.01;1067.35;1063.02;1072.78;1054.43;847.94;844.50;852.26;837.67;5392.58;1812.35;
24.08.2010;6173.37;6144.14;6181.32;6096.36;1475.05;1462.60;1476.47;1454.68;1257.25;1246.63;1258.46;1239.89;1076.30;1071.50;1078.34;1063.45;855.05;851.24;856.67;844.84;5435.64;1831.70;
23.08.2010;6195.02;6209.45;6243.03;6178.24;1478.89;1481.49;1486.14;1473.20;1260.52;1262.74;1266.70;1255.67;1080.34;1083.14;1088.71;1077.72;858.26;860.49;864.91;856.18;5494.92;1854.32;
20.08.2010;6281.26;6185.82;6286.47;6172.67;1493.76;1474.58;1494.93;1473.31;1273.19;1256.85;1274.19;1255.77;1094.43;1078.93;1096.10;1076.83;869.45;857.14;870.78;855.47;5473.51;1846.21;
19.08.2010;6394.78;6281.35;6400.56;6265.34;1510.63;1495.37;1511.45;1491.54;1287.58;1274.57;1288.27;1271.30;1114.82;1095.44;1114.88;1092.66;885.65;870.25;885.70;868.05;5554.58;1867.49;
18.08.2010;6349.23;6362.88;6377.34;6330.32;1500.14;1505.41;1505.41;1494.21;1278.63;1283.13;1283.13;1273.58;1106.18;1108.94;1110.90;1103.08;878.78;880.98;882.53;876.33;5619.67;1877.08;
17.08.2010;6302.60;6359.74;6360.99;6292.94;1479.95;1498.35;1498.74;1479.79;1261.42;1277.11;1277.44;1261.29;1097.59;1107.91;1108.14;1096.20;871.96;880.16;880.34;870.85;5613.93;1869.94;
16.08.2010;6300.63;6285.66;6332.30;6241.66;1482.49;1475.50;1483.59;1467.63;1263.59;1257.63;1264.52;1250.92;1097.74;1094.59;1102.37;1087.12;872.08;869.58;875.76;863.65;5549.27;1849.69;
13.08.2010;6319.19;6294.34;6321.57;6238.13;1487.85;1478.76;1489.95;1471.15;1268.16;1260.41;1269.95;1253.92;1100.68;1096.20;1101.06;1086.92;874.42;870.86;874.72;863.49;5556.78;1851.92;
12.08.2010;6264.05;6279.35;6317.11;6237.67;1484.96;1477.04;1492.75;1470.57;1265.69;1258.94;1272.34;1253.43;1092.39;1093.72;1100.74;1086.85;867.83;868.89;874.46;863.43;5543.04;1846.45;
11.08.2010;6366.62;6265.84;6384.56;6254.72;1517.94;1484.23;1518.87;1482.93;1293.80;1265.07;1294.60;1263.97;1110.27;1092.16;1113.28;1090.37;882.04;867.65;884.43;866.23;5536.86;1854.51;
10.08.2010;6387.41;6395.02;6403.21;6354.78;1532.00;1526.10;1533.14;1521.54;1305.79;1300.76;1306.76;1296.87;1114.27;1115.54;1117.16;1109.20;885.21;886.22;887.51;881.18;5651.93;1894.66;
09.08.2010;6375.11;6391.74;6396.33;6362.80;1534.55;1534.70;1535.03;1528.96;1307.96;1308.09;1308.37;1303.20;1112.38;1115.69;1116.29;1110.88;883.71;886.34;886.82;882.52;5654.04;1904.14;
06.08.2010;6387.57;6321.36;6409.75;6283.77;1542.51;1523.34;1544.10;1518.35;1314.75;1298.41;1316.11;1294.15;1115.54;1103.82;1119.21;1097.64;886.22;876.92;889.14;872.00;5596.51;1893.06;
05.08.2010;6381.28;6374.89;6408.87;6361.57;1537.49;1536.20;1546.92;1532.61;1310.47;1309.37;1318.50;1306.31;1113.29;1113.17;1119.21;1110.97;884.44;884.34;889.14;882.59;5641.49;1904.05;
04.08.2010;6328.46;6380.30;6386.61;6299.07;1527.48;1536.18;1536.18;1521.03;1301.94;1309.36;1309.36;1296.44;1104.61;1114.01;1114.85;1100.17;877.54;885.01;885.68;874.01;5644.46;1901.88;
03.08.2010;6333.72;6337.72;6348.86;6294.88;1522.93;1528.45;1528.45;1518.44;1298.06;1302.77;1302.77;1294.24;1105.66;1106.77;1108.45;1099.52;878.38;879.25;880.59;873.49;5609.71;1895.28;
02.08.2010;6243.67;6321.64;6338.52;6230.88;1500.32;1521.91;1521.91;1500.20;1278.78;1297.19;1297.19;1278.69;1090.03;1103.76;1106.28;1087.98;865.95;876.86;878.86;864.33;5593.96;1887.30;
30.07.2010;6205.24;6200.78;6234.76;6162.13;1500.80;1491.59;1504.07;1483.62;1279.20;1271.35;1281.98;1264.55;1083.25;1082.56;1088.36;1075.98;860.57;860.02;864.63;854.80;5489.77;1857.00;
29.07.2010;6294.20;6220.65;6307.26;6218.38;1503.16;1497.69;1508.68;1497.14;1281.21;1276.55;1285.91;1276.08;1098.56;1086.13;1100.48;1085.75;872.73;862.86;874.26;862.55;5506.79;1861.75;
28.07.2010;6305.27;6277.49;6325.57;6262.71;1497.41;1497.10;1503.44;1493.19;1276.31;1276.04;1281.45;1272.71;1100.27;1094.97;1102.89;1092.39;874.09;869.88;876.17;867.83;5549.03;1861.82;
27.07.2010;6239.94;6275.19;6289.96;6216.19;1492.19;1494.57;1499.86;1491.63;1271.85;1273.89;1278.40;1271.38;1088.47;1094.41;1096.90;1085.04;864.72;869.44;871.41;861.99;5546.36;1859.80;
